	Created Date	Sale Price
163	2022-12-30	42.72999954223633
164	2022-12-30	289
165	2022-12-30	29.5
166	2022-12-30	69.5
167	2022-12-30	69
168	2022-12-30	6
169	2022-12-30	41.959999084472656
170	2022-12-30	25.5
171	2022-12-30	12.899999618530272
172	2022-12-30	64
173	2022-12-30	27.450000762939453
174	2022-12-30	109
175	2022-12-30	84.94999694824217
176	2022-12-30	17.5
177	2022-12-30	98
178	2022-12-30	34.650001525878906
179	2022-12-30	26.450000762939453
180	2022-12-30	59.5
181	2022-12-30	49.5
182	2022-12-30	76.48999786376953
183	2022-12-30	114
184	2022-12-30	12.5
185	2022-12-30	73.98999786376953
186	2022-12-30	24.61000061035156
187	2022-12-30	46
188	2022-12-30	150
189	2022-12-30	30.950000762939453
190	2022-12-30	71.94999694824219
191	2022-12-30	28
192	2022-12-30	9.989999771118164
193	2022-12-30	23.229999542236328
194	2022-12-30	79.5
195	2022-12-30	44
196	2022-12-30	127.9499969482422
197	2022-12-30	28.899999618530277
198	2022-12-30	13.050000190734863
199	2022-12-30	69.26000213623047
200	2022-12-30	6.079999923706056
201	2022-12-30	14.989999771118164
202	2022-12-30	89.94999694824217
203	2022-12-30	158
204	2022-12-30	34.9900016784668
205	2022-12-30	45.09999847412109
206	2022-12-30	25.950000762939453
207	2022-12-30	36
208	2022-12-30	70
209	2022-12-30	46.9900016784668
210	2022-12-30	20
211	2022-12-30	55.86000061035156
212	2022-12-30	160
213	2022-12-30	139.9499969482422
214	2022-12-30	49.950000762939446
215	2022-12-30	66.5999984741211
216	2022-12-30	8.960000038146973
217	2022-12-30	10.949999809265137
218	2022-12-30	82.9000015258789
219	2022-12-30	24.950000762939453
220	2022-12-30	52.9900016784668
221	2022-12-30	90
222	2022-12-30	125.37000274658205
223	2022-12-30	20.450000762939453
224	2022-12-30	25
225	2022-12-30	44.950000762939446
226	2022-12-30	26.950000762939453
227	2022-12-30	31.989999771118164
228	2022-12-30	44.290000915527344
229	2022-12-30	17.389999389648438
230	2022-12-30	159
231	2022-12-30	12.989999771118164
232	2022-12-30	30
233	2022-12-30	56
234	2022-12-30	210
235	2022-12-30	39.950000762939446
236	2022-12-30	38
237	2022-12-30	36.5
238	2022-12-30	45.5
239	2022-12-30	18.989999771118164
240	2022-12-30	34.5
241	2022-12-30	60
242	2022-12-30	75
243	2022-12-30	67.5
244	2022-12-30	24.989999771118164
245	2022-12-30	44.9900016784668
246	2022-12-30	95
247	2022-12-30	18.899999618530277
248	2022-12-30	49.97999954223633
249	2022-12-30	119.98999786376952
250	2022-12-30	22.950000762939453
251	2022-12-30	14
252	2022-12-29	87.5
253	2022-12-29	35.09000015258789
254	2022-12-29	82
255	2022-12-29	65
256	2022-12-29	25.989999771118164
257	2022-12-29	90
258	2022-12-29	48.75
259	2022-12-29	92.7699966430664
260	2022-12-29	10.100000381469728
261	2022-12-29	15.159999847412108
262	2022-12-29	44
263	2022-12-29	32
264	2022-12-29	44.9900016784668
265	2022-12-29	4.380000114440918
266	2022-12-29	43.75
267	2022-12-29	22.96999931335449
268	2022-12-29	7.900000095367431
269	2022-12-29	22.82999992370605
270	2022-12-29	34.310001373291016
271	2022-12-29	35.7400016784668
272	2022-12-29	258
273	2022-12-29	30.989999771118164
274	2022-12-29	27.299999237060547
275	2022-12-29	89.98999786376953
276	2022-12-29	34
277	2022-12-29	15
278	2022-12-29	136.5
279	2022-12-29	39.950000762939446
280	2022-12-29	37.930000305175774
281	2022-12-29	44.950000762939446
282	2022-12-29	68
283	2022-12-29	21
284	2022-12-29	78.94999694824217
285	2022-12-29	52
286	2022-12-29	12
287	2022-12-29	32.7599983215332
288	2022-12-29	24.440000534057617
289	2022-12-29	178
290	2022-12-29	208
291	2022-12-29	54.950000762939446
292	2022-12-29	18
293	2022-12-29	25.200000762939453
294	2022-12-29	49.950000762939446
295	2022-12-29	39.5
296	2022-12-29	24
297	2022-12-29	99.9800033569336
298	2022-12-29	29.989999771118164
299	2022-12-29	64.94999694824219
300	2022-12-29	19.950000762939453
301	2022-12-29	22.450000762939453
302	2022-12-29	36.9900016784668
303	2022-12-29	25
304	2022-12-29	52.799999237060554
305	2022-12-29	19.899999618530277
306	2022-12-29	39
307	2022-12-29	15.989999771118164
308	2022-12-29	129
309	2022-12-29	72
310	2022-12-29	59.5
311	2022-12-29	74.98999786376953
312	2022-12-29	219.5
313	2022-12-29	89
314	2022-12-29	26.989999771118164
315	2022-12-29	18.809999465942383
316	2022-12-29	159
317	2022-12-29	28
318	2022-12-29	11.25
319	2022-12-29	20
320	2022-12-29	279
321	2022-12-29	46
322	2022-12-29	74.5
323	2022-12-29	345.989990234375
324	2022-12-29	68.94999694824219
325	2022-12-29	105
326	2022-12-29	34.5
327	2022-12-29	27.899999618530277
328	2022-12-29	163.3000030517578
329	2022-12-29	83.0999984741211
330	2022-12-29	16.079999923706055
331	2022-12-29	32.560001373291016
332	2022-12-29	17.75
333	2022-12-29	37.7599983215332
334	2022-12-29	38
335	2022-12-29	40
336	2022-12-29	58.959999084472656
337	2022-12-29	8
338	2022-12-29	21.340000152587887
339	2022-12-29	13
340	2022-12-29	89.5
341	2022-12-29	24.950000762939453
342	2022-12-29	13.210000038146973
343	2022-12-29	85.12000274658203
344	2022-12-29	131.94000244140625
345	2022-12-29	399
346	2022-12-29	99
347	2022-12-29	131.99000549316406
348	2022-12-29	11.989999771118164
349	2022-12-29	350
350	2022-12-29	49.450000762939446
351	2022-12-29	229
352	2022-12-29	189
353	2022-12-29	51.9900016784668
354	2022-12-29	13.670000076293944
355	2022-12-29	26
356	2022-12-29	157.5
357	2022-12-29	40.400001525878906
358	2022-12-29	825
359	2022-12-29	19
360	2022-12-29	58
361	2022-12-29	64.98999786376953
362	2022-12-29	24.979999542236328
363	2022-12-29	60
364	2022-12-29	36
365	2022-12-29	70
366	2022-12-29	198
367	2022-12-29	31.489999771118164
368	2022-12-29	71.23999786376953
369	2022-12-29	29
370	2022-12-29	134.99000549316406
371	2022-12-29	14.970000267028809
372	2022-12-29	39.9900016784668
373	2022-12-29	13.3100004196167
374	2022-12-29	32.9900016784668
375	2022-12-29	81.72000122070312
376	2022-12-29	13.949999809265137
377	2022-12-29	142.99000549316406
378	2022-12-29	69.98999786376953
379	2022-12-29	34.95000076293945
380	2022-12-29	48.049999237060554
381	2022-12-29	49.5
382	2022-12-29	50
383	2022-12-29	18.520000457763672
384	2022-12-29	598
385	2022-12-29	40.61000061035156
386	2022-12-29	58.9900016784668
387	2022-12-29	18.989999771118164
388	2022-12-29	15.18000030517578
389	2022-12-29	77
390	2022-12-29	39.450000762939446
391	2022-12-29	85
392	2022-12-29	19.989999771118164
393	2022-12-29	170
394	2022-12-29	32.95000076293945
395	2022-12-29	46.9900016784668
396	2022-12-29	169
397	2022-12-29	24.96999931335449
398	2022-12-29	17.18000030517578
399	2022-12-29	34.9900016784668
400	2022-12-29	35
401	2022-12-29	105.9499969482422
402	2022-12-28	48
403	2022-12-28	45
404	2022-12-28	185
405	2022-12-28	89.5999984741211
406	2022-12-28	39
407	2022-12-28	21.5
408	2022-12-28	35
409	2022-12-28	97.0999984741211
410	2022-12-28	46
411	2022-12-28	89
412	2022-12-28	22.450000762939453
413	2022-12-28	286
414	2022-12-28	52
415	2022-12-28	70
416	2022-12-28	29.989999771118164
417	2022-12-28	110
418	2022-12-28	264
419	2022-12-28	113.83999633789062
420	2022-12-28	41.25
421	2022-12-28	39.5
422	2022-12-28	8.949999809265137
423	2022-12-28	188
424	2022-12-28	61.150001525878906
425	2022-12-28	33.040000915527344
426	2022-12-28	41.41999816894531
427	2022-12-28	22
428	2022-12-28	79
429	2022-12-28	29.950000762939453
430	2022-12-28	42.9900016784668
431	2022-12-28	82.98999786376953
432	2022-12-28	31.950000762939453
433	2022-12-28	160
434	2022-12-28	228
435	2022-12-28	44.9900016784668
436	2022-12-28	59
437	2022-12-28	41.209999084472656
438	2022-12-28	31.989999771118164
439	2022-12-28	9.75
440	2022-12-28	6.929999828338623
441	2022-12-28	14.979999542236328
442	2022-12-28	28.899999618530277
443	2022-12-28	16.950000762939453
444	2022-12-28	41.63999938964844
445	2022-12-28	181
446	2022-12-28	59.5
447	2022-12-28	14.989999771118164
448	2022-12-28	37.2599983215332
449	2022-12-28	40.540000915527344
450	2022-12-28	13.989999771118164
451	2022-12-28	30.200000762939453
452	2022-12-28	60
453	2022-12-28	11.989999771118164
454	2022-12-28	152
455	2022-12-28	23
456	2022-12-28	45.9900016784668
457	2022-12-28	121.98999786376952
458	2022-12-28	34.880001068115234
459	2022-12-28	21.450000762939453
460	2022-12-28	109.9499969482422
461	2022-12-28	9
462	2022-12-28	8.5
463	2022-12-28	179.99000549316406
464	2022-12-28	75
465	2022-12-28	99
466	2022-12-28	51
467	2022-12-28	59.9900016784668
468	2022-12-28	119.98999786376952
469	2022-12-28	97.3000030517578
470	2022-12-28	13
471	2022-12-28	78
472	2022-12-28	9.170000076293944
473	2022-12-28	62.36000061035156
474	2022-12-28	39.950000762939446
475	2022-12-28	25
476	2022-12-28	36.9900016784668
477	2022-12-28	16.989999771118164
478	2022-12-28	118
479	2022-12-28	28.799999237060547
480	2022-12-28	132
481	2022-12-28	16.979999542236328
482	2022-12-28	69.94999694824219
483	2022-12-28	64.94999694824219
484	2022-12-28	95
485	2022-12-28	9.949999809265137
486	2022-12-28	145
487	2022-12-28	49.950000762939446
488	2022-12-28	80.9800033569336
489	2022-12-28	20.38999938964844
490	2022-12-28	10
491	2022-12-28	49.9900016784668
492	2022-12-28	35.4900016784668
493	2022-12-28	39.9900016784668
494	2022-12-28	15.06999969482422
495	2022-12-28	18.989999771118164
496	2022-12-28	10.109999656677246
497	2022-12-28	119.04000091552734
498	2022-12-28	238.97999572753903
499	2022-12-28	209.94999694824216
500	2022-12-28	43.68999862670898
